video_id,comment_id
n_Lv_mw6m6c,UgzS1yQ6zCKZsfXoi7V4AaABAg.ANa3zMTmDN5ANa4N4GZrTF
n_Lv_mw6m6c,UgyBM9FO2fYf3omHTd94AaABAg
n_Lv_mw6m6c,Ugxm5G9w7tIQP2oX5e54AaABAg
n_Lv_mw6m6c,UgzC9GO6_bMoNj3o0mh4AaABAg
n_Lv_mw6m6c,Ugxrp2417xxoLuUlVqt4AaABAg
n_Lv_mw6m6c,UgwoYdiip5eMIXW7fl14AaABAg
n_Lv_mw6m6c,UgwB5XOUIRercyWLd1N4AaABAg
n_Lv_mw6m6c,Ugwz9jWzhYjJSJ4JbkN4AaABAg
n_Lv_mw6m6c,UgzczGqsr37-U5jpY6p4AaABAg
n_Lv_mw6m6c,UgzmNZzd4BJ65LDMnVh4AaABAg
n_Lv_mw6m6c,UgzeAEmMIYgGzZuBKoJ4AaABAg
n_Lv_mw6m6c,UgyrWEo4VvqvxB0KLlN4AaABAg
n_Lv_mw6m6c,Ugy_UsvA7nDVg484i8B4AaABAg
n_Lv_mw6m6c,UgyfLzv3N4IExZA9E5t4AaABAg
n_Lv_mw6m6c,UgyyQWhOe0-JTSzAkCx4AaABAg
n_Lv_mw6m6c,UgyZNgpY1_4AvK2OolJ4AaABAg
n_Lv_mw6m6c,Ugzd3r3XotgCWoS7DwF4AaABAg
n_Lv_mw6m6c,UgwWGlNfF1Mpn6ct3d94AaABAg
n_Lv_mw6m6c,Ugyp2TblAiHrkeZF9al4AaABAg
n_Lv_mw6m6c,UgyTQ9X7o1MTZYDFjWx4AaABAg
n_Lv_mw6m6c,UgyeBbKhiXD3WjCqHL54AaABAg
n_Lv_mw6m6c,Ugy3z0acQTxUfYOcWHJ4AaABAg
n_Lv_mw6m6c,UgwkRKF2XC0AcP8tU6V4AaABAg
n_Lv_mw6m6c,UgzBjuTN9kuY6enkGKp4AaABAg
n_Lv_mw6m6c,Ugylszpqq3SfI7AntP14AaABAg
n_Lv_mw6m6c,UgyNoVl78AvYb8n4PVV4AaABAg
n_Lv_mw6m6c,Ugwvbp1otWDqLWfrg2h4AaABAg
n_Lv_mw6m6c,UgwohjakdihWJ4nfDsR4AaABAg
n_Lv_mw6m6c,Ugz8cO2z1EdDva0ZKn14AaABAg
n_Lv_mw6m6c,UgwdszwcY6tiMWnx4394AaABAg
n_Lv_mw6m6c,UgzGdH8sWJALTJztK0h4AaABAg
n_Lv_mw6m6c,Ugz5n7RfyxeAPbO_1q54AaABAg
n_Lv_mw6m6c,UgwMG47Sug-eRWaxLFt4AaABAg
n_Lv_mw6m6c,UgybxDP1MWXU-44hXiB4AaABAg
n_Lv_mw6m6c,UgwguXulOnx6A5egTlh4AaABAg
n_Lv_mw6m6c,UgxcHEk6ty8awDRwJkx4AaABAg
n_Lv_mw6m6c,UgxtcIuG11-6bVS3Cvl4AaABAg
n_Lv_mw6m6c,Ugy790lnvDC7opn9wQl4AaABAg
n_Lv_mw6m6c,UgxYjLCcrSh3wm4sQsp4AaABAg
n_Lv_mw6m6c,UgztdLtEVxW4noWyDwF4AaABAg
n_Lv_mw6m6c,UgyjgJfQpO1rVddJW154AaABAg
n_Lv_mw6m6c,UgxQQhkN93KHUvBx5zp4AaABAg
n_Lv_mw6m6c,UgxKM5fvWL4tTmM1fIJ4AaABAg
n_Lv_mw6m6c,UgwAjaTC9TdhZ5gbQ9Z4AaABAg
n_Lv_mw6m6c,Ugxnc19T1pF8EGNT4EV4AaABAg
n_Lv_mw6m6c,Ugyvz-sAhLjOSYxjbGx4AaABAg
n_Lv_mw6m6c,UgzziHTxjKdNnKJ8p5d4AaABAg
n_Lv_mw6m6c,UgwHa5_OOMK-i1d3plp4AaABAg
n_Lv_mw6m6c,UgyO7jtyrn-howfUg354AaABAg
n_Lv_mw6m6c,UgwJPpXZUFKKtnacm5V4AaABAg
n_Lv_mw6m6c,UgyjYcMpyfP4eF1T0rN4AaABAg
n_Lv_mw6m6c,UgyMSpyYVarkXzqRUrh4AaABAg
n_Lv_mw6m6c,Ugw37N0AeqtPu9O7caF4AaABAg
n_Lv_mw6m6c,UgyMMGdYm0AGjlMtv6x4AaABAg
n_Lv_mw6m6c,UgzcI6RV_JHE4Ax4C7F4AaABAg
n_Lv_mw6m6c,Ugz_uvgobEheBXZYfhJ4AaABAg
n_Lv_mw6m6c,UgzlH2ZKyv29MO2lCIp4AaABAg
n_Lv_mw6m6c,Ugx4PTNNuImaSVijt8h4AaABAg
n_Lv_mw6m6c,UgyU7uz1wkhIJEma_MN4AaABAg
n_Lv_mw6m6c,Ugy5McIMHuqbyDyTb0Z4AaABAg
n_Lv_mw6m6c,UgxuGnM1tEnJlj1phpt4AaABAg
n_Lv_mw6m6c,Ugwq7TBvV2ElIhB29Mx4AaABAg
n_Lv_mw6m6c,Ugw1sxI8m3_XvqzotQB4AaABAg
n_Lv_mw6m6c,UgyqhSdfVUfblDbbAux4AaABAg
n_Lv_mw6m6c,Ugzrxgvd5Bf6rM3of294AaABAg
n_Lv_mw6m6c,UgwUwrwDSi9r81Wy4Vx4AaABAg
n_Lv_mw6m6c,UgxE_CxdyWjt1UBIb-54AaABAg
n_Lv_mw6m6c,UgzOeNlNw1FNQtcSU6N4AaABAg
