word,comment_id
great,UgyUkqj_xPClGMh--ih4AaABAg
great,UgwV5sQA8isz0HAfJ2d4AaABAg
great,UgwrYRCa7PC5Yyk3_HF4AaABAg
great,UgxcgLUmN1kkv29M2l94AaABAg
great,Ugx7-y0uN8-kX67LSCN4AaABAg
great,UgxVJ-4qagsbfyoDbBp4AaABAg
great,UgxhbGcHQzhWnpK0CS14AaABAg
great,UgzYA7n9X_UzW1z_C0d4AaABAg
great,UgwA8lyHvsoRrcpjVqJ4AaABAg
great,Ugw-XGN1_EyieW3OUCh4AaABAg
great,UgyAiKNHMW2P8YKsrCd4AaABAg
great,UgzfOEjE_KOfwb7hZE94AaABAg
great,UgyLkpLjBfNS6Ym7viV4AaABAg
great,UgzvBfQtMV1WdpO_5jp4AaABAg
great,Ugzv_vXVvJh_5oQhI5R4AaABAg
great,UgwygRjfUWeYjzqQfPB4AaABAg
great,UgyzMDJhUcnzoKw1fv14AaABAg
great,Ugwkh8iLDPPmxIRXOBF4AaABAg
great,Ugw2qjDUKDNvLgqWx1Z4AaABAg
great,Ugwg8L6-wuBDFsvwsvZ4AaABAg
great,Ugwikq7nTpvned644JB4AaABAg
great,Ugyt2_VYqT0gK2x4F4x4AaABAg
great,UgxuygZNZwuFD6b-DSt4AaABAg
great,Ugx8F7VSBSGcwNmFFbl4AaABAg
great,UgwATNPrST-LCulspI54AaABAg
great,UgwEXteve6eBH1rUmLF4AaABAg
great,Ugwhxa02O1JiaPzA-PR4AaABAg
great,UgzUzaEmh7bos892mKR4AaABAg
great,UgyOOz-WfqkFUTsGHxd4AaABAg
great,Ugw5OzmOJXHUtvcdNSl4AaABAg
great,UgwoblgTYNMUGkvMJNd4AaABAg
great,UgxTzZJmq40RQt2b0LN4AaABAg
great,UgxbDVsujEIT_PcgW4R4AaABAg
great,UgzhoXD76P4IjUVBFmR4AaABAg
great,UgzHORFzLePkWYoosC94AaABAg
great,Ugw0QsQni45vq8ncOot4AaABAg
great,Ugx7cy0aZlKHtPz_3-B4AaABAg
great,Ugx3wVqr0Fr8RVngZv94AaABAg
great,Ugxiso6zFZsD2VsR6xZ4AaABAg
great,Ugyf9KzbHmBVnJwUU5p4AaABAg
great,UgyrMOrQPuxfDTwxh-N4AaABAg
great,UgygmOsN7nUKYWTDbP54AaABAg
great,UgwPfV7wZkWwiytJ5N14AaABAg
great,UgxQd_-p_pzYz2ZOVs54AaABAg
great,UgzZtDJ2uqXn6PthmUF4AaABAg
great,Ugz69bfG1fand3Yc-7V4AaABAg
great,UgwC5YJowcb2fA93tyR4AaABAg
great,UgwCixVfdvuRI_2QgFt4AaABAg.AL5C_Jjl4URAL74hVp8q-b
great,UgzaUsqofb4-PLZqWGd4AaABAg
great,UgxWvHkKcdvbR3LlvzB4AaABAg
great,UgxqE-YNGnEeOgT1hed4AaABAg
great,UgxjskHgWvbR2ImN8LJ4AaABAg
great,UgwknIR8QQEBBzMZOjN4AaABAg
great,UgwPWYAeCXQNod1OFh94AaABAg
great,Ugw_s6kE_DOM1P8w3V54AaABAg.AL57EWevS9TAL5ALZRJ44b
great,UgydJBBe_GhY2FbtLcx4AaABAg
great,UgxcG4XQDFJH2lckTSJ4AaABAg.AL56Ut__iFHAL5FY2l1Reu
great,UgzMrhiFMJ2FD8a9Hk94AaABAg
great,Ugxq3AdcGnHkoKzFhKZ4AaABAg
great,UgzQ7wWxDw3CFxVauP94AaABAg
great,Ugx4sdcoDipU5Qs1FaB4AaABAg
great,Ugzy2ODMR9_qrW7y5rB4AaABAg
great,UgyS6VPk5U0NSP0-Rvp4AaABAg
great,UgwBjJoNc96yE-eebRB4AaABAg
great,Ugw2OWpe7mi8SZDZHYx4AaABAg
great,UgzC2zwgHNZYFib92Px4AaABAg
great,UgxvQknPu_I-BWA6Bad4AaABAg
great,UgwWWYKm2t3b0APM7iF4AaABAg
great,UgwSmRv3cVnoIyT2owR4AaABAg
great,UgxQQ5DAHBAckXjFnGl4AaABAg
great,UgxdhAILIgB7jF-IhcN4AaABAg.AL2CWXBLDTbALANV20Oemf
great,Ugz7TTRsPPbhZFV3p594AaABAg
great,UgzhC8hsFnz2a5rFNZZ4AaABAg
great,Ugz6whp-NsxrWa_jy0t4AaABAg
great,UgyzGGhYlhr1FtmrmUJ4AaABAg
great,UgwiXwonHzLbn29bjmh4AaABAg
great,Ugzzg2u5oyTH__fuA514AaABAg
great,Ugy4Pw9TK0xhAO4cl2p4AaABAg
great,UgwTUS7eWKnrNpdKQpd4AaABAg
great,UgxrJzLEAbm7nFCX34p4AaABAg
great,Ugw9ONGWa50rUFREHi14AaABAg
great,UgyIHTKSZ1TjyN6BVRJ4AaABAg
great,UgxEonPR0dI55Rq3zw54AaABAg
great,Ugxv4LUM2z1itKimJGh4AaABAg
great,Ugw9Cp6dGkiZF87L4I14AaABAg
great,UgxZQLa65bXaG9Mi7Z94AaABAg
great,UgwFcfECy9ai3T9Kcbt4AaABAg
great,UgwDGW7wRknG7orjRj14AaABAg
great,Ugw9o_9xqdlK0k1EUJ54AaABAg
great,Ugw5x8Y4YWX_uKhqQ4t4AaABAg
great,UgznjXY8KrZODiePUxp4AaABAg
great,UgzmaQwDaJH9Nf-awBp4AaABAg
great,UgxnGQp7wacsrMdh7ch4AaABAg
great,UgxHqDUB540gHe3g80l4AaABAg
great,Ugw3G1AjBzmvqaharkV4AaABAg
great,UgwUXOoStRv2wKvVHLt4AaABAg
great,UgxF58rp3M1wItm0jLN4AaABAg.AKkDR3odV7NAKm7nDS-hLx
great,Ugx-wRm6II4zVfw2fNV4AaABAg
great,UgwfREOlIuBDYqQjO_Z4AaABAg.AKjpGYbxKnDAKlSmx0rQto
great,UgyHmX4LiXfz0UJQPZZ4AaABAg
great,UgzuNi7pzEj3aVi5vm54AaABAg
great,Ugx2ORsfKGFEDYcFqFR4AaABAg
great,UgzNhekI2iHbi11DtUZ4AaABAg
great,Ugxf4K8aQso3yVkZ6_F4AaABAg
great,UgylqzD3y7_ikdhBXUV4AaABAg
great,Ugw5zIIcNMCfrJw4fUF4AaABAg
great,UgxPw-XvwOSFaADLWHp4AaABAg
great,Ugzf7XpIoKwmJUv_tHt4AaABAg
great,UgwBCgtPv9bmpz9-MDx4AaABAg
great,Ugxq1tnzW9D0viPDUZl4AaABAg
great,UgwFjn7mXgtyh7UnznB4AaABAg
great,UgyBLuLAvuOnw9QjMmB4AaABAg
great,UgzM0kzR31TuwESdw1x4AaABAg
great,UgwZOL2iiFQRHJDdYG94AaABAg
great,UgwEG7V3WQNcU6ZM_il4AaABAg
great,UgxDri1QWQkkA0tm15N4AaABAg
great,UgzRBpaNb2Fw8imUf054AaABAg
great,Ugwx2RAQDrW7CSf9mKt4AaABAg
great,UgzGdJ6uQaUOny3HfTx4AaABAg
great,Ugwp85FRnjNMh0sk2w14AaABAg
great,UgxnDbHCacE_MUpI6op4AaABAg
great,UgxBpY1rGTKy54e4jmN4AaABAg
great,Ugwn_Nda35Mx7wx37aZ4AaABAg.AKitpZhads0AKj7uF2sOiQ
great,UgxfoTPWgwTyWUOVrlR4AaABAg
great,Ugxm_rIrNngpBBV_3pN4AaABAg
great,UgyjvaG8FBZ6Nq7kopd4AaABAg
great,UgwZnnH_hqQIjQ510Dl4AaABAg
great,UgzIhQ6QXNvP4eqsRAd4AaABAg
great,UgzDNA6t-Bi6nQFlLep4AaABAg
great,Ugwc58xoC4nbPkhx9h14AaABAg
great,UgzYvUWWsD5bTDhlhWx4AaABAg
great,Ugy-XnYJuQk9dnAef7R4AaABAg
great,Ugw8QREcXpsbUYUJlJp4AaABAg
great,UgyCYak04QMloYwZTAF4AaABAg
great,Ugx2s2IEAyN7Wvjjfy94AaABAg
great,UgxZ6QmDIo772nL5tUV4AaABAg
great,Ugwx3UDnlQqbKJoXPUF4AaABAg
great,UgxXLfh0GyFSUCs7gkN4AaABAg
great,UgzO3wPzWR7oB_oKOqp4AaABAg
great,UgxK3vT4QrNkqxn893d4AaABAg
great,Ugzlyc1po_K1nvfXQCx4AaABAg
great,Ugx8Lrez00Ng-U9kKIN4AaABAg
great,UgwSVz1yVVIDM_svS_V4AaABAg
great,UgwSIEHtW6_3D43DPeB4AaABAg
great,UgwzIKVnz_enf5S6UV94AaABAg
great,Ugyt2vD3AIo98tskjS94AaABAg
great,UgwDtlptGxzcIti9jT14AaABAg
great,UgwNny4WZXiPdH6GM314AaABAg
great,UgyveLN97zibGvmi9fN4AaABAg
great,UgzChKMRjv3DV_z_-jl4AaABAg
great,Ugz-QMv7ZxKxJ3KS3Mt4AaABAg
great,UgyvgjOu42TRSCW_tuJ4AaABAg
great,UgzB67y4NDuqp4NU88Z4AaABAg
great,Ugz3tUboj89KEjbN7nd4AaABAg
great,UgzB_7ThLmO7BGHT8Lp4AaABAg
great,UgzGEsNc0vCqDq5HPLl4AaABAg
great,UgzFqiWVZxsDQ5r7VWp4AaABAg
great,UgwygbG65fMleqjnw0V4AaABAg
great,Ugxjv32CJ5MRjyKjPBd4AaABAg
great,UgyKPHP9Mtx2Y-DDtfB4AaABAg
great,Ugw8iR8wsa0qiPEg7-d4AaABAg
great,UgzaJw0b0xdfk3cJdGZ4AaABAg
great,UgyItNV7YrNu7R-9Wed4AaABAg
great,UgxsvjYn48JQvVp_ciJ4AaABAg
great,UgzBVOPXA47VsZKKtNh4AaABAg
great,UgwsjRMF9yknVz3ahxJ4AaABAg
great,Ugy4fH7aSSCFqCow0aZ4AaABAg
great,UgxZW_kySYCOHzDb7-54AaABAg
